Serial: 350457791321134
Time; Humidity; Temperature
2025-10-30T02:43:07.000; 23.2; 39.8
2025-10-30T02:38:07.000; 23.2; 39.8
2025-10-30T02:33:06.000; 23.2; 39.8
2025-10-30T02:28:06.000; 23.2; 39.8
2025-10-30T02:23:06.000; 23.3; 39.8
2025-10-30T02:18:06.000; 23.2; 39.8
2025-10-30T02:13:07.000; 23.2; 39.8
2025-10-30T02:08:07.000; 23.2; 39.8
2025-10-30T02:03:07.000; 23.3; 39.8
2025-10-30T01:58:07.000; 23.2; 39.8
2025-10-30T01:53:06.000; 23.3; 39.8
2025-10-30T01:48:06.000; 23.3; 39.8
2025-10-30T01:43:06.000; 23.2; 39.7
2025-10-30T01:38:06.000; 23.3; 39.8
2025-10-30T01:33:07.000; 23.3; 39.7
2025-10-30T01:28:07.000; 23.3; 39.7
2025-10-30T01:23:07.000; 23.3; 39.7
2025-10-30T01:18:07.000; 23.4; 39.7
2025-10-30T01:13:07.000; 23.4; 39.7
2025-10-30T01:08:07.000; 23.4; 39.7
2025-10-30T01:03:07.000; 23.4; 39.6
2025-10-30T00:58:07.000; 23.7; 39.6
2025-10-30T00:53:07.000; 24.0; 39.2
2025-10-30T00:48:07.000; 24.6; 38.1
2025-10-30T00:43:07.000; 24.6; 35.6
2025-10-30T00:38:07.000; 24.8; 32.8
2025-10-30T00:33:07.000; 25.1; 29.6
2025-10-30T00:28:07.000; 21.9; 26.0
2025-10-30T00:23:07.000; 39.8; 22.1
2025-10-30T00:18:07.000; 78.5; 19.9
2025-10-30T00:13:07.000; 78.5; 19.9
2025-10-30T00:08:07.000; 78.4; 19.9
2025-10-30T00:03:07.000; 78.4; 19.9
2025-10-29T23:58:07.000; 78.4; 19.9
2025-10-29T23:53:07.000; 78.4; 19.9
2025-10-29T23:48:07.000; 78.3; 19.9
2025-10-29T23:43:07.000; 78.3; 19.9
2025-10-29T23:38:07.000; 78.2; 19.9
2025-10-29T23:33:08.000; 78.2; 19.9
2025-10-29T23:28:08.000; 78.2; 19.9
2025-10-29T23:23:08.000; 78.1; 19.9
2025-10-29T23:18:08.000; 78.0; 19.9
2025-10-29T23:13:08.000; 78.0; 19.9
2025-10-29T23:08:08.000; 77.9; 19.9
2025-10-29T23:03:08.000; 77.8; 20.0
2025-10-29T22:58:08.000; 77.7; 20.0
2025-10-29T22:53:07.000; 77.7; 20.0
2025-10-29T22:48:07.000; 77.6; 20.0
2025-10-29T22:43:07.000; 77.4; 20.0
2025-10-29T22:38:07.000; 77.3; 20.0
2025-10-29T22:33:08.000; 77.0; 20.0
2025-10-29T22:28:08.000; 76.9; 20.0
2025-10-29T22:23:08.000; 76.5; 20.0
2025-10-29T22:18:08.000; 75.9; 20.2
2025-10-29T22:13:07.000; 66.4; 19.9
2025-10-29T22:08:07.000; 22.6; 19.9
2025-10-29T22:03:07.000; 22.6; 19.9
2025-10-29T21:58:07.000; 22.6; 19.9
2025-10-29T21:53:08.000; 22.6; 19.8
2025-10-29T21:48:08.000; 22.6; 19.9
2025-10-29T21:43:08.000; 22.6; 19.9
2025-10-29T21:38:08.000; 22.6; 19.9
2025-10-29T21:33:08.000; 22.6; 19.9
2025-10-29T21:28:08.000; 22.6; 19.9
2025-10-29T21:23:08.000; 22.6; 19.9
2025-10-29T21:18:08.000; 22.6; 19.9
2025-10-29T21:13:08.000; 22.6; 19.8
2025-10-29T21:08:08.000; 22.6; 19.8
2025-10-29T21:03:08.000; 22.7; 19.8
2025-10-29T20:58:08.000; 22.7; 19.9
2025-10-29T20:53:08.000; 22.6; 19.8
2025-10-29T20:48:08.000; 22.8; 19.8
2025-10-29T20:43:08.000; 22.6; 19.8
2025-10-29T20:38:08.000; 22.6; 19.8
2025-10-29T20:33:08.000; 22.7; 19.8
2025-10-29T20:28:08.000; 22.6; 19.8
2025-10-29T20:23:08.000; 22.7; 19.8
2025-10-29T20:18:08.000; 22.8; 19.8
2025-10-29T20:13:07.000; 22.9; 19.9
2025-10-29T20:08:07.000; 23.1; 19.9
2025-10-29T20:03:07.000; 23.8; 19.1
2025-10-29T19:58:07.000; 22.4; 17.1
2025-10-29T19:53:08.000; 29.5; 14.4
2025-10-29T19:48:08.000; 51.9; 11.4
2025-10-29T19:43:08.000; 77.1; 9.9
2025-10-29T19:38:08.000; 77.1; 9.9
2025-10-29T19:33:08.000; 77.1; 10.0
2025-10-29T19:28:08.000; 77.0; 10.0
2025-10-29T19:23:08.000; 77.0; 10.0
2025-10-29T19:18:08.000; 77.0; 10.0
2025-10-29T19:13:08.000; 76.9; 9.9
2025-10-29T19:08:08.000; 76.9; 10.0
2025-10-29T19:03:08.000; 76.8; 10.0
2025-10-29T18:58:08.000; 76.8; 10.0
2025-10-29T18:53:08.000; 76.8; 10.0
2025-10-29T18:48:08.000; 76.7; 10.0
2025-10-29T18:43:08.000; 76.6; 10.0
2025-10-29T18:38:08.000; 76.6; 10.0
2025-10-29T18:33:08.000; 76.5; 10.0
2025-10-29T18:28:08.000; 76.4; 10.0
2025-10-29T18:23:08.000; 76.4; 10.0
2025-10-29T18:18:08.000; 76.2; 10.0
2025-10-29T18:13:08.000; 76.1; 10.0
2025-10-29T18:08:08.000; 76.1; 10.0
2025-10-29T18:03:08.000; 75.9; 10.0
2025-10-29T17:58:08.000; 75.8; 10.0
2025-10-29T17:53:08.000; 75.5; 10.0
2025-10-29T17:48:08.000; 75.1; 10.0
2025-10-29T17:43:08.000; 73.7; 10.0
2025-10-29T17:38:08.000; 22.2; 9.9
2025-10-29T17:33:08.000; 22.2; 9.9
2025-10-29T17:28:08.000; 22.2; 9.9
2025-10-29T17:23:08.000; 22.1; 9.9
2025-10-29T17:18:08.000; 22.2; 9.9
2025-10-29T17:13:08.000; 22.2; 9.9
2025-10-29T17:08:08.000; 22.2; 9.9
2025-10-29T17:03:08.000; 22.2; 9.9
2025-10-29T16:58:08.000; 22.2; 9.9
2025-10-29T16:53:08.000; 22.2; 9.9
2025-10-29T16:48:08.000; 22.2; 9.9
2025-10-29T16:43:08.000; 22.2; 9.9
2025-10-29T16:38:08.000; 22.2; 9.9
2025-10-29T16:33:08.000; 22.2; 9.9
2025-10-29T16:28:08.000; 22.2; 9.9
2025-10-29T16:23:08.000; 22.2; 9.9
2025-10-29T16:18:08.000; 22.2; 9.9
2025-10-29T16:13:07.000; 22.2; 9.9
2025-10-29T15:58:07.000; 22.2; 9.9
2025-10-29T15:43:07.000; 22.2; 9.7
2025-10-29T15:28:07.000; 22.1; 10.8
2025-10-29T15:13:07.000; 21.9; 13.1
2025-10-29T14:58:07.000; 21.8; 16.9
2025-10-29T14:43:07.000; 39.5; 21.8
2025-10-29T14:28:07.000; 38.6; 22.4
2025-10-29T14:13:05.000; 37.2; 22.8
2025-10-29T13:58:05.000; 37.9; 23.0
2025-10-29T13:43:05.000; 37.4; 22.8
2025-10-29T13:28:05.000; 37.6; 22.6
2025-10-29T13:13:05.000; 37.8; 22.6
2025-10-29T12:58:05.000; 39.3; 22.6
2025-10-29T12:43:05.000; 39.5; 22.6
2025-10-29T12:28:05.000; 40.6; 22.5
2025-10-29T12:13:04.000; 39.6; 22.5
2025-10-29T11:58:04.000; 39.6; 22.3
2025-10-29T11:43:04.000; 39.3; 22.2
